"","TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1.Yes","HOME_VAL","MSTATUS.Yes","SEX.z_F","EDUCATION..High.School","EDUCATION.Bachelors","EDUCATION.Masters","EDUCATION.PhD","JOB.Clerical","JOB.Doctor","JOB.Home.Maker","JOB.Lawyer","JOB.Manager","JOB.Professional","JOB.Student","JOB.z_Blue.Collar","TRAVTIME","CAR_USE.Private","BLUEBOOK","TIF","CAR_TYPE.Minivan","CAR_TYPE.Panel.Truck","CAR_TYPE.Sports.Car","CAR_TYPE.Van","CAR_TYPE.z_SUV","RED_CAR.yes","OLDCLAIM","CLM_FREQ","REVOKED.Yes","MVR_PTS","CAR_AGE","URBANICITY.Highly.Urban..Urban"
"3482",0,0,1,40,2,14,2140,0,1086,1,1,1,0,0,0,1,0,0,0,0,0,0,0,47,1,2612,17,0,0,1,0,0,0,1,0,0,1,1,1
"2089",0,0,0,30,1,7,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,1,330,3,0,0,0,0,1,0,1,0,0,0,6,1
"664",1,2010.647809,0,58,0,13,5199,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,30,1,2601,1,0,0,0,0,1,0,2755,3,0,0,1,1
"1122",0,0,0,48,0,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,1,2658,1,0,0,0,0,1,0,1,0,0,4,1,1
"4444",1,6519,0,31,1,13,268,0,4012,1,1,0,0,0,0,0,0,0,0,0,0,0,1,21,0,535,7,1,0,0,0,0,0,1811,3,1,2,1,1
"2155",0,0,0,54,0,14,3036,0,1520,1,0,0,1,0,0,1,0,0,0,0,0,0,0,28,1,1,1,1,0,0,0,0,1,2164,2,0,4,11,1
"4413",1,754.51718386,0,48,0,13,4163,0,1896,1,1,0,1,0,0,0,0,1,0,0,0,0,0,46,1,2445,1,0,0,0,0,1,0,586,2,0,0,7,1
"6078",1,1157.8242217,0,49,0,13,4260,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5,1,376,17,0,0,0,0,1,0,2325,3,0,0,1,1
"162",1,3894,0,39,0,12,2626,0,1325,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12,1,1,6,0,0,0,0,1,0,1,0,0,0,7,1
"636",0,0,0,53,0,11,5906,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,21,1,512,1,1,0,0,0,0,1,1,0,0,1,16,1
"2754",1,6857,0,53,0,10,5348,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,1,442,6,1,0,0,0,0,1,2548,1,0,5,18,1
"1631",0,0,0,55,0,11,1191,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,1231,1,0,0,0,1,0,1,845,2,0,6,18,1
"5664",0,0,1,41,2,12,39,0,4860,1,1,0,1,0,0,0,0,1,0,0,0,0,0,42,1,664,10,0,0,0,0,1,0,1,0,0,0,10,1
"3995",0,0,0,39,1,13,6494,0,3989,1,1,0,1,0,0,0,0,0,0,0,0,0,1,28,0,1902,1,0,0,0,0,0,0,1,0,0,0,9,0
"5002",0,0,0,61,0,13,3250,0,2399,1,1,0,0,0,0,0,0,0,0,0,0,0,1,56,0,457,9,0,0,1,0,0,0,1,0,0,0,3,0
"5817",0,0,0,54,0,11,4156,0,1766,1,0,0,0,0,0,1,0,0,0,0,0,0,0,46,1,987,11,0,0,0,1,0,1,1,0,0,0,1,0
"4892",0,0,0,31,1,11,1366,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,26,1,2650,6,0,0,0,0,1,0,1,0,0,0,1,0
"3109",0,0,0,49,0,8,3702,0,1083,1,0,0,1,0,0,0,0,0,0,0,1,0,0,41,1,352,4,1,0,0,0,0,1,327,4,0,4,14,1
"1162",0,0,1,40,3,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,31,0,198,10,0,0,1,0,0,0,1135,2,1,0,9,1
"3057",0,0,1,39,2,14,2878,0,563,1,0,1,0,0,0,1,0,0,0,0,0,0,0,32,1,2338,1,0,0,0,0,0,0,1,0,0,4,1,1
"2821",0,0,0,40,0,11,1905,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,72,0,806,1,0,0,0,1,0,0,1,0,0,1,6,0
"5667",0,0,0,43,0,13,537,0,4182,1,1,0,0,1,0,0,0,0,0,1,0,0,0,12,1,767,1,0,0,0,0,1,0,1,0,0,0,18,1
"4174",1,1401,0,42,0,11,2192,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,25,0,2317,6,0,1,0,0,0,0,841,1,1,0,7,1
"4622",0,0,0,36,2,0,2,0,4849,1,1,1,0,0,0,0,0,1,0,0,0,0,0,33,1,2550,1,0,0,1,0,0,0,2823,2,0,4,3,1
"3740",0,0,1,42,2,13,3499,0,1671,1,0,0,1,0,0,0,0,0,0,1,0,0,0,32,1,2740,6,1,0,0,0,0,1,1,0,0,0,12,1
"3962",1,7204,0,47,0,7,3477,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,27,0,2424,1,0,0,0,0,1,0,1658,2,1,0,5,1
"3169",0,0,0,60,0,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,32,1,2547,4,0,0,1,0,0,0,1,0,0,2,1,0
"2230",0,0,0,48,0,11,2098,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,44,0,2191,1,0,1,0,0,0,0,2093,3,0,0,11,1
"3546",0,0,0,45,0,11,4266,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,22,1,170,1,0,0,0,0,1,0,1,0,0,4,9,1
"1151",0,0,0,40,1,9,3439,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0,1264,6,0,1,0,0,0,0,190,4,0,2,1,1
"3565",0,0,0,60,0,15,2797,0,649,1,1,0,0,0,0,0,0,0,0,1,0,0,0,21,0,718,6,0,0,0,0,0,0,2627,1,0,0,8,1
"5675",0,0,0,46,0,13,6567,0,3624,1,1,0,0,1,0,0,0,0,0,1,0,0,0,20,1,828,4,0,0,0,0,1,0,1,0,0,0,10,1
"3578",0,0,0,42,0,11,4520,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,49,1,430,1,1,0,0,0,0,0,1,0,0,0,1,1
"3040",0,0,0,55,0,13,3595,0,2572,1,1,0,0,0,0,0,0,0,0,0,0,0,1,42,1,1292,6,0,0,0,0,1,0,1,0,0,0,1,1
"4433",1,2389,0,53,0,13,3188,0,2125,0,0,0,0,1,0,0,0,0,1,0,0,0,0,27,1,65,1,0,0,0,0,0,0,2632,1,0,5,11,1
"4027",0,0,0,48,0,7,6028,0,3352,0,0,0,0,1,0,0,0,0,0,0,1,0,0,46,1,945,3,1,0,0,0,0,1,1,0,0,0,10,1
"4635",1,9058.5680892,0,28,1,7,1795,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,60,1,2591,10,0,0,0,0,0,0,447,3,0,3,6,1
"5662",0,0,0,46,0,13,5662,0,3416,1,1,0,0,1,0,0,0,0,1,0,0,0,0,52,1,624,1,0,0,0,0,1,0,1,0,0,2,11,1
"3252",0,0,0,42,3,15,5491,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,62,0,2452,4,0,0,0,0,0,1,1,0,0,0,7,0
"2260",0,0,0,49,0,11,17,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,54,1,2454,6,0,0,0,0,1,0,1,0,0,0,6,0
"1611",0,0,0,42,1,10,235,0,3895,1,0,0,0,1,0,0,0,0,0,1,0,0,0,32,0,1386,4,0,1,0,0,0,0,1,0,0,1,20,1
"4297",1,3213,1,45,2,13,6254,0,3152,1,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,2145,1,0,1,0,0,0,0,1,0,0,0,1,1
"5521",0,0,0,48,0,12,5208,0,4769,1,0,1,0,0,0,0,0,0,0,0,0,1,0,54,0,2700,1,0,0,0,0,0,1,1,0,0,1,3,1
"4158",0,0,0,63,0,2,3805,0,1565,1,1,0,1,0,0,0,0,0,0,0,1,0,0,36,1,2429,6,0,0,1,0,0,0,1,0,0,0,1,1
"1293",0,0,0,59,3,17,3486,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,40,1,204,1,1,0,0,0,0,0,2188,1,0,2,12,1
"6506",0,0,0,38,0,9,6522,0,2928,1,0,0,1,0,0,0,0,0,0,0,0,0,1,81,0,1041,3,0,0,0,1,0,0,2719,3,0,0,6,1
"1406",0,0,0,48,0,7,4298,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,21,1,2440,4,0,0,0,0,0,0,1,0,0,1,9,0
"3196",0,0,0,52,0,13,1098,0,4567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,862,14,0,0,0,1,0,0,1,0,0,2,15,1
"6528",0,0,3,41,3,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,34,1,2404,1,0,0,0,0,1,0,1,0,0,0,1,0
"4669",1,5505,2,39,2,12,3624,1,2045,0,1,0,1,0,0,0,0,0,0,0,1,0,0,42,1,246,16,0,0,0,0,1,0,2302,2,0,0,7,1
"5889",0,0,1,47,0,12,2632,0,718,1,0,0,0,0,0,1,0,0,0,0,0,0,0,18,1,1132,3,0,0,0,0,0,0,1,0,0,0,7,0
"4001",0,0,0,45,0,11,4203,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19,1,2332,10,1,0,0,0,0,1,1,0,0,0,19,1
"4636",0,0,1,55,1,11,2546,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18,1,793,1,1,0,0,0,0,1,1636,3,0,1,1,1
"2",0,0,0,43,0,11,6292,0,3259,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,503,1,1,0,0,0,0,1,1,0,0,0,1,1
"671",0,0,1,34,1,12,2642,0,329,1,1,0,0,0,0,1,0,0,0,0,0,0,0,29,1,2334,4,0,0,0,0,1,0,1,0,0,0,6,1
"5247",0,0,0,37,0,13,4860,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5,1,2237,10,0,0,1,0,0,0,1,0,0,1,24,1
"3280",0,0,0,51,0,6,109,0,3839,1,1,0,1,0,0,0,0,0,0,0,0,0,1,20,0,679,4,0,0,0,0,1,0,1,0,0,0,10,1
"771",0,0,0,37,0,11,6242,0,2951,1,1,0,1,0,0,0,0,0,0,1,0,0,0,25,1,498,12,0,0,0,0,1,0,1,0,1,0,14,1
"741",0,0,0,30,2,11,889,1,4338,0,0,0,1,0,0,0,0,0,0,0,1,0,0,38,1,492,6,1,0,0,0,0,1,1721,3,0,5,11,1
"2317",0,0,0,51,0,14,5291,0,3179,1,0,0,1,0,0,0,0,0,0,0,0,0,1,39,0,2036,4,0,1,0,0,0,0,1,0,0,0,5,1
"5132",0,0,0,33,5,18,3144,0,4734,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,2755,7,0,0,0,0,0,1,1,0,0,4,9,1
"705",0,0,0,53,0,16,5394,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,34,1,422,9,1,0,0,0,0,1,1,0,0,1,12,1
"670",0,0,0,46,0,13,4097,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,1,474,1,1,0,0,0,0,1,1,0,0,0,9,1
"5683",0,0,0,37,0,10,4516,0,1562,1,1,0,1,0,0,1,0,0,0,0,0,0,0,37,1,2665,6,0,0,1,0,0,0,1,0,0,2,13,0
"4540",0,0,0,45,2,12,3660,0,2475,1,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,1,1,0,0,1,0,0,0,1,0,0,2,8,0
"1887",0,0,0,41,0,12,5249,0,2261,1,1,0,0,0,0,0,0,0,0,0,1,0,0,38,1,1288,6,1,0,0,0,0,0,1,0,0,0,12,1
"5944",0,0,0,27,3,13,4292,0,1322,1,0,0,0,0,0,1,0,0,0,0,0,0,0,41,1,2731,11,1,0,0,0,0,1,1,0,0,0,6,1
"3270",0,0,0,40,1,13,475,0,3490,1,1,0,0,1,0,0,0,0,0,0,0,0,0,19,0,809,7,0,0,0,0,0,0,1,0,0,0,13,1
"4087",0,0,0,22,2,10,1897,0,4902,1,1,0,0,1,0,0,0,0,0,0,0,0,0,14,1,2628,4,0,0,0,0,1,1,1,0,1,3,5,1
"5130",1,2386,0,60,0,10,1293,0,220,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24,1,2711,9,0,0,0,0,1,0,1,0,0,0,1,1
"3015",0,0,0,28,3,9,6433,1,3453,0,1,0,1,0,0,0,0,0,0,0,1,0,0,5,1,390,4,0,0,0,0,0,0,1,0,0,4,4,1
"1225",1,9470.1359949,1,40,2,0,2,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,26,1,1150,1,1,0,0,0,0,0,1,0,0,1,1,1
"5865",0,0,0,50,0,12,2335,0,1403,1,1,1,0,0,0,0,0,0,0,0,0,0,1,34,1,1622,7,0,0,0,1,0,0,2717,4,0,4,1,1
"1945",1,4229,0,31,0,5,384,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,40,1,2252,3,0,0,0,0,1,0,478,2,0,2,6,1
"4277",0,0,0,38,0,5,2354,0,899,1,0,0,0,0,0,1,0,0,0,0,0,0,0,49,0,1157,10,0,0,0,1,0,0,2064,1,0,6,8,1
"751",0,0,0,26,0,9,4159,0,917,1,1,0,1,0,0,0,0,0,0,0,0,0,1,37,0,897,10,0,0,0,0,1,0,1,0,0,0,1,0
"5404",1,2391,0,41,1,13,5174,0,2765,1,1,0,1,0,0,0,0,0,0,1,0,0,0,25,1,311,1,1,0,0,0,0,0,1,0,0,4,10,1
"5884",0,0,0,60,0,14,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,35,1,1071,10,0,0,0,1,0,0,1,0,0,0,10,1
"463",0,0,1,38,2,13,1157,0,154,1,1,1,0,0,0,0,0,0,0,0,0,0,1,32,0,455,4,1,0,0,0,0,0,113,1,0,0,1,0
"1337",1,1448,0,43,0,15,1,0,2718,1,1,0,0,0,0,0,0,0,0,0,0,0,1,18,0,1106,6,1,0,0,0,0,0,2519,1,0,0,1,1
"2132",0,0,1,39,2,12,4672,0,2502,1,1,0,0,0,0,0,0,0,0,0,0,0,1,32,0,1449,4,0,0,0,0,0,0,1,0,0,0,1,0
"4560",0,0,0,42,2,12,5050,0,2805,1,1,0,1,0,0,0,0,0,0,0,0,0,1,25,0,2622,6,0,0,0,0,1,0,2223,3,0,6,8,1
"3958",0,0,0,47,0,6,2088,0,1890,1,1,0,0,0,0,0,0,0,0,0,0,0,1,38,0,841,3,0,0,0,0,1,0,1808,1,0,4,9,1
"5080",0,0,0,46,0,7,5734,0,3447,1,0,0,1,0,0,0,0,0,0,0,0,0,1,24,0,413,4,1,0,0,0,0,0,1,0,0,0,12,0
"225",0,0,0,55,0,14,4549,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,1280,4,0,1,0,0,0,1,565,1,0,1,1,1
"3645",0,0,0,59,0,14,2175,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,37,1,2066,6,0,0,0,0,1,0,1,0,0,1,11,1
"1126",0,0,0,43,0,6,3071,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,1179,6,0,0,0,1,0,0,1,0,0,0,1,0
"2219",1,2843,0,46,0,6,3992,0,2259,1,1,0,0,1,0,0,0,1,0,0,0,0,0,39,1,298,1,0,0,0,0,1,0,1957,3,0,4,21,1
"4585",1,5800,0,44,0,15,2190,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,25,0,2656,1,0,0,0,0,0,1,1,0,0,1,1,0
"3734",0,0,0,43,0,11,5496,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,45,0,871,1,0,0,1,0,0,0,1,0,0,1,8,0
"6100",0,0,0,46,0,11,5070,0,2858,1,1,0,0,0,1,0,0,0,1,0,0,0,0,48,1,380,1,0,0,0,0,1,0,1509,4,0,0,13,1
"5687",0,0,0,42,0,12,6034,0,3026,1,0,0,1,0,0,0,0,0,0,0,1,0,0,35,0,21,7,0,0,0,0,0,1,1,0,0,0,12,0
"3638",0,0,0,45,3,8,287,0,3438,1,0,0,0,1,0,0,0,0,0,1,0,0,0,25,1,1248,1,1,0,0,0,0,0,1187,2,1,3,0,1
"3071",0,0,0,53,0,13,6453,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,5,1,855,13,1,0,0,0,0,0,2831,1,0,0,8,1
"1850",0,0,0,44,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,77,1,2767,13,0,0,0,0,1,0,1,0,0,0,7,0
"1709",0,0,1,40,3,17,2188,0,1339,1,0,0,0,0,0,1,0,0,0,0,0,0,0,66,1,85,10,1,0,0,0,0,0,1,0,0,1,1,0
"3627",0,0,0,48,0,14,479,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16,1,1814,7,1,0,0,0,0,0,2359,3,0,0,15,1
"1231",0,0,0,51,1,11,4966,0,2153,1,0,0,1,0,0,0,0,0,0,0,1,0,0,58,0,1829,1,0,1,0,0,0,1,1,0,0,2,1,1
"1109",1,4451,0,37,0,12,153,0,3571,1,0,0,1,0,0,0,0,0,0,0,1,0,0,38,0,1176,7,0,0,0,1,0,0,1775,1,0,2,1,1
"1954",1,6767,3,40,4,10,1110,1,4418,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,0,1764,3,0,1,0,0,0,1,129,2,0,3,25,1
"4249",0,0,1,37,3,10,2267,0,153,1,1,0,0,0,0,1,0,0,0,0,0,0,0,49,1,2577,6,0,0,1,0,0,0,1,0,0,0,1,1
"3942",0,0,0,40,3,17,5798,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,10,0,2244,1,0,0,0,0,1,0,1,0,0,0,10,0
"6030",0,0,0,36,0,11,2970,0,1102,1,1,0,1,0,0,1,0,0,0,0,0,0,0,13,1,2683,4,0,0,0,0,1,0,1,0,0,1,7,1
"49",0,0,0,59,0,5,275,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10,1,1980,1,1,0,0,0,0,1,1,0,0,0,10,1
"3211",0,0,0,46,0,11,3936,0,2024,1,1,0,0,0,0,1,0,0,0,0,0,0,0,17,0,891,11,0,0,0,0,0,0,1,0,0,1,8,1
"156",0,0,0,45,3,15,1952,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,2094,7,0,0,0,1,0,0,1,0,0,0,1,0
"2322",1,3857,0,53,0,13,1053,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0,1187,9,0,0,0,1,0,1,1,0,0,0,17,1
"1591",0,0,0,51,0,14,6185,0,3725,0,1,0,1,0,0,1,0,0,0,0,0,0,0,32,1,62,1,0,0,0,0,1,0,671,2,1,0,8,1
"3298",1,5094.9960715,0,45,0,7,5411,0,3242,1,1,0,0,0,0,0,0,0,0,0,0,0,1,28,0,475,10,1,0,0,0,0,0,346,2,1,7,1,1
"2218",0,0,0,59,0,7,6435,0,4040,1,0,0,1,0,0,0,0,0,0,1,0,0,0,21,1,2538,1,0,0,0,0,0,1,1,0,0,0,11,1
"4388",0,0,0,48,0,12,4447,0,2287,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16,1,1521,1,1,0,0,0,0,0,1109,2,0,3,8,1
"4244",1,7981,0,50,0,10,1814,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,6,1,2449,6,0,0,0,0,1,0,783,2,1,5,12,1
"2767",0,0,1,58,2,17,87,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,32,1,2105,11,0,0,0,0,1,0,1559,2,0,0,8,0
"2237",0,0,0,39,3,15,3758,0,1035,1,0,0,0,1,0,0,0,0,0,0,0,0,0,31,0,1502,1,0,1,0,0,0,0,192,2,0,1,21,1
"5959",1,3489,0,36,2,11,6367,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,51,0,96,1,0,0,0,0,0,1,1,0,0,2,8,1
"3185",0,0,0,39,0,9,4668,0,2484,0,1,0,0,0,0,0,0,0,0,1,0,0,0,29,1,375,14,1,0,0,0,0,0,1,0,0,2,1,1
"2654",0,0,0,66,0,10,3781,0,1842,0,1,0,0,1,0,0,0,0,1,0,0,0,0,24,1,815,1,0,0,1,0,0,0,1,0,0,3,15,1
"2693",0,0,4,59,4,18,5728,0,3751,1,1,0,0,0,0,0,0,0,0,0,0,0,1,87,0,669,6,0,0,0,0,0,0,1,0,0,0,1,0
"5206",0,0,0,46,0,7,2377,0,1592,1,0,0,1,0,0,0,0,0,0,0,0,0,1,43,0,1571,10,0,1,0,0,0,0,1,0,0,1,8,1
"3698",0,0,0,53,0,13,1367,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,0,101,1,0,0,0,0,0,1,1,0,0,0,1,0
"2298",0,0,0,46,0,7,1661,0,4981,1,1,0,1,0,0,0,0,1,0,0,0,0,0,45,1,285,4,0,0,0,0,1,0,1,0,0,0,3,1
"4265",1,5160,0,50,0,12,1500,0,4580,1,1,0,0,0,1,0,1,0,0,0,0,0,0,59,1,2125,4,0,0,1,0,0,0,1510,3,0,6,1,1
"5003",0,0,0,52,0,14,3204,0,1808,1,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,200,1,0,0,0,0,0,1,1,0,0,2,9,0
"4828",0,0,1,39,2,11,1596,0,5041,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5,1,1563,10,0,0,1,0,0,0,1,0,0,0,8,1
"2598",0,0,0,50,0,10,5113,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,1,964,7,0,0,0,1,0,0,1,0,0,0,1,1
"3967",0,0,0,59,0,7,1171,0,4374,0,0,0,0,1,0,0,0,0,1,0,0,0,0,64,1,1251,1,1,0,0,0,0,0,1,0,1,0,17,1
"5015",0,0,0,57,0,14,932,0,4441,1,0,0,0,1,0,0,0,0,1,0,0,0,0,41,1,513,4,1,0,0,0,0,0,1,0,0,1,10,0
"3945",0,0,0,49,0,12,2763,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,44,1,2780,4,0,0,0,0,1,0,2502,3,0,1,7,1
"1803",0,0,0,50,0,9,5577,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,25,1,1950,15,1,0,0,0,0,0,1,0,0,0,16,1
"1939",0,0,0,33,5,0,2,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,45,1,2783,4,0,0,1,0,0,0,1,0,0,3,10,0
"1237",0,0,0,33,3,14,4564,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,9,0,1621,10,0,1,0,0,0,1,342,4,0,2,1,1
"6490",0,0,0,41,1,9,111,1,3586,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,177,1,0,0,0,0,0,0,1,0,0,0,6,1
"3286",1,2078,0,46,0,7,4610,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,36,0,1537,1,0,0,0,0,0,0,79,1,0,0,10,1
"985",1,3668,0,33,5,16,2277,0,576,1,0,0,0,0,0,1,0,0,0,0,0,0,0,65,0,1335,7,0,1,0,0,0,1,641,1,1,2,1,1
"2486",1,5853,0,38,2,14,2072,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,49,1,332,7,0,0,0,0,1,0,1,0,0,6,1,1
"5947",0,0,0,39,2,13,1135,0,655,1,1,1,0,0,0,0,0,0,0,0,0,0,1,32,1,2357,6,0,0,0,0,1,0,1,0,0,1,1,0
"4721",0,0,0,39,3,14,3978,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,41,1,1996,6,0,0,0,1,0,0,1,0,0,0,1,1
"542",0,0,0,53,0,14,3679,0,1127,1,0,1,0,0,0,0,0,0,0,0,0,0,1,53,1,587,9,1,0,0,0,0,0,2622,1,0,4,6,1
"5589",0,0,0,58,0,14,661,0,334,1,1,0,0,0,0,0,0,1,0,0,0,0,0,39,1,812,1,0,0,0,0,1,0,1,0,1,0,6,0
"5996",1,4665,0,41,0,9,5501,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,31,0,1588,1,0,1,0,0,0,1,608,1,0,8,8,1
"5013",0,0,0,44,2,14,1,0,3852,1,1,0,1,0,0,0,0,0,0,0,0,0,1,5,0,1191,6,1,0,0,0,0,0,1,0,0,1,1,1
"3631",1,1325,0,35,0,13,1133,0,4485,1,1,0,1,0,0,0,0,0,0,0,1,0,0,36,1,989,4,0,0,0,0,1,0,1,0,0,0,7,1
"5225",1,5692,1,63,1,10,3478,0,2117,1,1,0,0,1,0,0,0,0,0,1,0,0,0,56,1,131,4,0,0,1,0,0,0,2161,1,1,9,14,1
"5322",0,0,0,55,0,12,3281,0,1978,1,0,0,0,1,0,0,0,0,0,1,0,0,0,46,1,1391,6,1,0,0,0,0,0,1,0,0,1,1,1
"1975",0,0,0,51,0,13,5891,0,3941,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,1,2581,6,0,0,1,0,0,0,487,1,0,0,1,1
"4494",0,0,1,38,2,11,5032,0,2957,1,1,0,1,0,0,0,0,0,0,0,0,0,1,79,0,1885,10,0,0,0,0,1,0,1,0,0,3,9,0
"5813",0,0,0,53,0,12,5445,0,2759,1,0,0,0,1,0,0,0,0,1,0,0,0,0,29,1,310,1,1,0,0,0,0,1,1,0,0,5,19,1
"2867",1,3501,2,42,3,15,6488,0,3923,1,0,0,0,0,1,0,0,0,1,0,0,0,0,39,1,544,3,1,0,0,0,0,1,1920,1,0,0,1,1
"5642",0,0,0,55,0,13,467,0,3608,0,0,0,1,0,0,0,0,0,0,0,1,0,0,45,1,548,10,1,0,0,0,0,1,697,1,0,2,16,1
"1625",0,0,0,58,0,12,5303,0,2386,1,0,1,0,0,0,0,0,0,0,0,0,0,1,37,1,315,11,1,0,0,0,0,0,1,0,0,1,6,1
"2085",0,0,0,27,4,10,3047,0,1674,1,1,0,0,0,0,1,0,0,0,0,0,0,0,18,1,2768,6,0,0,1,0,0,0,1,0,0,2,7,1
"5915",1,6770,0,48,0,12,783,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,56,0,902,1,0,0,0,1,0,1,1,0,1,1,20,1
"2094",0,0,0,27,2,15,4133,0,2313,1,0,0,1,0,0,0,0,0,0,1,0,0,0,26,1,1174,10,0,0,0,1,0,1,1700,2,0,6,7,1
"3359",0,0,1,44,1,13,1,0,2140,1,0,0,1,0,0,0,0,0,0,0,0,0,1,47,0,635,13,0,0,0,1,0,1,1,0,1,2,9,0
"4955",0,0,0,55,0,6,4922,0,3199,1,1,0,1,0,0,0,0,0,0,0,0,0,1,5,0,1278,4,1,0,0,0,0,0,1,0,0,0,3,1
"1488",0,0,1,55,0,15,3268,0,2902,1,1,0,0,1,0,0,0,0,0,1,0,0,0,45,1,1,10,0,0,0,0,1,0,2219,4,0,0,15,1
"868",0,0,0,45,0,12,2968,0,1146,0,1,1,0,0,0,1,0,0,0,0,0,0,0,21,0,1040,4,0,0,0,0,0,0,1,0,0,1,1,0
"376",0,0,2,45,2,13,166,0,2908,1,0,0,0,1,0,0,0,0,0,1,0,0,0,28,1,824,6,1,0,0,0,0,1,1,0,0,1,9,1
"2869",1,2793,0,49,0,11,1806,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,836,3,0,0,0,1,0,1,1339,1,0,0,12,1
"280",0,0,0,46,0,8,5738,0,2985,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,2416,1,0,0,0,0,0,1,1398,2,0,7,6,1
"981",0,0,0,40,2,11,1900,0,376,1,1,0,0,0,0,1,0,0,0,0,0,0,0,51,1,1678,6,0,0,0,0,0,0,1,0,0,0,1,0
